标签名,出现次数,位置(行号:路径)
表演者,2,3041:V2融合世界标签体系/通用分类标签/人物与人体/表演者 || 3048:V2融合世界标签体系/通用分类标签/人物与人体/表演者/表演者
表面,2,10614:V2融合世界标签体系/通用分类标签/人造物体/表面 || 32289:V2融合世界标签体系/通用分类标签/知识与学科/界限/表面
衬衣,2,8096:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/衬衣 || 11162:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/衬衣
衬衫式女上衣,2,7856:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/女装/上衣/女式衬衫/衬衫式女上衣 || 10922:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/女装/上衣/女式衬衫/衬衫式女上衣
袜类,2,8180:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/鞋子/袜类 || 11246:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/鞋子/袜类
装备,2,8149:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/装备 || 11215:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/装备
装甲运兵车,2,700:V2融合世界标签体系/通用分类标签/交通工具/军用车/装甲运兵车 || 1121:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/自行式车辆/装甲运兵车
装置,2,10700:V2融合世界标签体系/通用分类标签/人造物体/装置 || 26842:V2融合世界标签体系/通用分类标签/行为动作/状态变化/装置
装配,2,25407:V2融合世界标签体系/通用分类标签/行为动作/工作学习动作/装配 || 31594:V2融合世界标签体系/通用分类标签/时间数量与度量/装配
装饰画,2,6982:V2融合世界标签体系/通用分类标签/人造物体/艺术品与工艺品/绘画作品/装饰画 || 19140:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/装饰画
装饰线脚,2,10116:V2融合世界标签体系/通用分类标签/人造物体/点缀/装饰线脚 || 19013:V2融合世界标签体系/通用分类标签/文化艺术与媒介/用原材料制作/装饰线脚
裤装套装,2,7939:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/一套衣服/休闲长裤套装/裤装套装 || 11005:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/一套衣服/休闲长裤套装/裤装套装
裸子植物,2,20468:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/裸子植物 || 21960:V2融合世界标签体系/通用分类标签/植物/显花植物/裸子植物
裸颈鹳,2,14256:V2融合世界标签体系/通用分类标签/动物/鸟类/涉禽/鹳/裸颈鹳 || 14257:V2融合世界标签体系/通用分类标签/动物/鸟类/涉禽/鹳/裸颈鹳
褐砂石,2,17433:V2融合世界标签体系/通用分类标签/建筑与基础设施/H类住宅/联排住宅/褐砂石 || 17507:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/H类住宅/联排住宅/褐砂石
襁褓,2,8132:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/襁褓 || 11198:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/襁褓
襟翼,2,23543:V2融合世界标签体系/通用分类标签/组织机构与社会事件/动物组织/襟翼 || 30566:V2融合世界标签体系/通用分类标签/声音/襟翼
西塔琴,2,3226:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/西塔琴 || 29920:V2融合世界标签体系/通用分类标签/声音/乐器/拨弦乐器/西塔琴
西瓜,2,21341:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/葫芦/甜瓜/西瓜 || 29261:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/甜瓜/西瓜
西餐厅,2,15801:V2融合世界标签体系/通用分类标签/场景/室内场景/餐厅/西餐厅 || 15802:V2融合世界标签体系/通用分类标签/场景/室内场景/餐厅/西餐厅
覆盖物,2,10746:V2融合世界标签体系/通用分类标签/人造物体/覆盖物 || 10845:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/覆盖物
观赏鱼,2,15533:V2融合世界标签体系/通用分类标签/动物/脊索动物/有颅动物/水生脊椎动物/鱼/观赏鱼 || 15534:V2融合世界标签体系/通用分类标签/动物/脊索动物/有颅动物/水生脊椎动物/鱼/观赏鱼
规划者,2,3097:V2融合世界标签体系/通用分类标签/人物与人体/规划者 || 5762:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/笔记本电脑/规划者
角色扮演,2,26971:V2融合世界标签体系/通用分类标签/行为动作/角色扮演 || 26972:V2融合世界标签体系/通用分类标签/行为动作/角色扮演
角鸮,2,14289:V2融合世界标签体系/通用分类标签/动物/鸟类/猛禽/夜鸟/角鸮 || 14291:V2融合世界标签体系/通用分类标签/动物/鸟类/猛禽/夜鸟/角鸮
触地,2,26376:V2融合世界标签体系/通用分类标签/行为动作/完成/成就/成功/比分/触地 || 26887:V2融合世界标签体系/通用分类标签/行为动作/着陆/触地
言语,2,19645:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/言语 || 30064:V2融合世界标签体系/通用分类标签/声音/人类声音/人声/言语
警卫室,2,17434:V2融合世界标签体系/通用分类标签/建筑与基础设施/H类住宅/警卫室 || 17508:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/H类住宅/警卫室
警告标志,2,19867:V2融合世界标签体系/通用分类标签/文字与信息图形/标志/警告标志 || 19868:V2融合世界标签体系/通用分类标签/文字与信息图形/标志/警告标志
警察局,2,10744:V2融合世界标签体系/通用分类标签/人造物体/装置/车站/警察局 || 18238:V2融合世界标签体系/通用分类标签/建筑与基础设施/警察局
计算机房,2,11402:V2融合世界标签体系/通用分类标签/人造物体/计算机房 || 17792:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/计算机房
讨论,2,26982:V2融合世界标签体系/通用分类标签/行为动作/讨论 || 26983:V2融合世界标签体系/通用分类标签/行为动作/讨论
训练场,2,1021:V2融合世界标签体系/通用分类标签/交通工具/训练场 || 15548:V2融合世界标签体系/通用分类标签/动物/训练场
记号笔,2,3684:V2融合世界标签体系/通用分类标签/人造物体/办公文具/记号笔 || 19599:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/代号/记号笔
诊所,2,23221:V2融合世界标签体系/通用分类标签/组织机构与社会事件/组织机构/医疗机构/诊所 || 23223:V2融合世界标签体系/通用分类标签/组织机构与社会事件/组织机构/医疗机构/诊所
试管,2,4224:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/试管 || 11569:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管/管/试管
诱惑,2,31273:V2融合世界标签体系/通用分类标签/属性与状态/诱惑 || 32403:V2融合世界标签体系/通用分类标签/知识与学科/诱惑
说唱歌手,2,11405:V2融合世界标签体系/通用分类标签/人造物体/说唱歌手 || 33150:V2融合世界标签体系/IP 分类标签/真人与人物 IP/音乐艺人/歌手/说唱歌手
调味汁瓶,2,8755:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/花瓶/瓶/调味汁瓶 || 8919:V2融合世界标签体系/通用分类标签/人造物体/容器/花瓶/瓶/调味汁瓶
调车机车,2,1072:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/自行式车辆/发动机/调车机车 || 1073:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/自行式车辆/发动机/调车机车
谷物,2,24428:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/谷物 || 29840:V2融合世界标签体系/通用分类标签/食物/食品/谷物
谷蛾,2,15368:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/鳞翅目昆虫/蛾/谷蛾 || 15369:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/鳞翅目昆虫/蛾/谷蛾/谷蛾
豆,2,22625:V2融合世界标签体系/通用分类标签/植物/草本植物/豆科植物/豆 || 24432:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/豆
豆袋椅,2,8494:V2融合世界标签体系/通用分类标签/人造物体/坐椅/椅子/豆袋椅 || 8497:V2融合世界标签体系/通用分类标签/人造物体/坐椅/豆袋椅
豪华游艇,2,182:V2融合世界标签体系/通用分类标签/交通工具/水上载具/游艇/豪华游艇 || 183:V2融合世界标签体系/通用分类标签/交通工具/水上载具/游艇/豪华游艇
贝斯手,2,3065:V2融合世界标签体系/通用分类标签/人物与人体/表演者/表演者/乐器演奏者/贝斯手 || 3066:V2融合世界标签体系/通用分类标签/人物与人体/表演者/表演者/乐器演奏者/贝斯手
贝都因人,2,2853:V2融合世界标签体系/通用分类标签/人物与人体/旅行者/漫游者/游牧者/贝都因人 || 2982:V2融合世界标签体系/通用分类标签/人物与人体/白人/闪米特人/阿拉伯人/贝都因人
财产,2,3104:V2融合世界标签体系/通用分类标签/人物与人体/财产 || 31787:V2融合世界标签体系/通用分类标签/材料与物质/有形资产/财产
货币,2,31489:V2融合世界标签体系/通用分类标签/时间数量与度量/度量/标准/交换媒介/货币 || 31491:V2融合世界标签体系/通用分类标签/时间数量与度量/度量/标准/交换媒介/货币
购物,2,8221:V2融合世界标签体系/通用分类标签/人造物体/商品/购物 || 25603:V2融合世界标签体系/通用分类标签/行为动作/日常生活动作/购物
贯叶连翘,2,20548:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/亚灌木/贯叶连翘 || 20551:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/亚灌木/贯叶连翘/贯叶连翘
资本家,2,2667:V2融合世界标签体系/通用分类标签/人物与人体/大人/资本家 || 3106:V2融合世界标签体系/通用分类标签/人物与人体/资本家
赌场,2,18093:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/商业机构/赌场 || 18248:V2融合世界标签体系/通用分类标签/建筑与基础设施/赌场
走廊,2,11583:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/走廊 || 18252:V2融合世界标签体系/通用分类标签/建筑与基础设施/走廊
起落架,2,9397:V2融合世界标签体系/通用分类标签/人造物体/支持/起落架 || 9398:V2融合世界标签体系/通用分类标签/人造物体/支持/起落架/起落架
超市,2,16959:V2融合世界标签体系/通用分类标签/建筑与基础设施/商业办公建筑/市场/超市 || 18260:V2融合世界标签体系/通用分类标签/建筑与基础设施/超市
超市货架,2,9341:V2融合世界标签体系/通用分类标签/人造物体/支持/搁板/超市货架 || 9399:V2融合世界标签体系/通用分类标签/人造物体/支持/超市货架
超短裙,2,8063:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/女裙/超短裙 || 11129:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/女裙/超短裙
超级碗,2,24840:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/超级碗 || 24841:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/超级碗
超级英雄,2,3129:V2融合世界标签体系/通用分类标签/人物与人体/超级英雄 || 26995:V2融合世界标签体系/通用分类标签/行为动作/超级英雄
超长款服装,2,8064:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/女裙/超长款服装 || 11130:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/女裙/超长款服装
越野摩托车,2,611:V2融合世界标签体系/通用分类标签/交通工具/非机动车/自行车/越野摩托车 || 2838:V2融合世界标签体系/通用分类标签/人物与人体/旅行者/搬运者/越野摩托车
足球,2,6801:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/足球 || 9987:V2融合世界标签体系/通用分类标签/人造物体/游戏器材/球/足球
足球场,2,16636:V2融合世界标签体系/通用分类标签/场景/足球场 || 17256:V2融合世界标签体系/通用分类标签/建筑与基础设施/文化体育建筑/体育场/足球场
足球守门员,2,32922:V2融合世界标签体系/IP 分类标签/真人与人物 IP/体育明星/足球运动员/足球守门员 || 32923:V2融合世界标签体系/IP 分类标签/真人与人物 IP/体育明星/足球运动员/足球守门员
足球比赛,2,23610:V2融合世界标签体系/通用分类标签/组织机构与社会事件/足球比赛 || 24842:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/足球比赛
足球赛,2,24775:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/户外游戏/场地运动/橄榄球/英式足球/足球赛 || 24776:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/户外游戏/场地运动/橄榄球/足球赛
足球队,2,1406:V2融合世界标签体系/通用分类标签/人物与人体/人物关系与群体/团队/足球队 || 31613:V2融合世界标签体系/通用分类标签/时间数量与度量/足球队
足袋,2,8189:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/鞋子/袜类/袜子/足袋 || 11255:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/鞋子/袜类/袜子/足袋
跑步机,2,7347:V2融合世界标签体系/通用分类标签/人造物体/健身设备/跑步机 || 9708:V2融合世界标签体系/通用分类标签/人造物体/机器/机器/研磨器/跑步机
跑过,2,19168:V2融合世界标签体系/通用分类标签/文化艺术与媒介/跑过 || 31936:V2融合世界标签体系/通用分类标签/材料与物质/跑过
路线,2,11514:V2融合世界标签体系/通用分类标签/人造物体/道路/小径/路线 || 29743:V2融合世界标签体系/通用分类标签/食物/路线
路障,2,18345:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/路障 || 18346:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/路障
跳板,2,9096:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/板/跳板 || 9097:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/板/跳板/跳板
跳绳,2,10539:V2融合世界标签体系/通用分类标签/人造物体/线/粗绳/跳绳 || 24844:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/跳绳
跳跃,2,26599:V2融合世界标签体系/通用分类标签/行为动作/推进/跳跃 || 27001:V2融合世界标签体系/通用分类标签/行为动作/跳跃
踏板车/摩托车,2,1122:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/踏板车/摩托车 || 1123:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/踏板车/摩托车
身体,2,18269:V2融合世界标签体系/通用分类标签/建筑与基础设施/身体 || 23611:V2融合世界标签体系/通用分类标签/组织机构与社会事件/身体
身体乳,2,9888:V2融合世界标签体系/通用分类标签/人造物体/洗漱用品/乳液/身体乳 || 11420:V2融合世界标签体系/通用分类标签/人造物体/身体乳
车床,2,5435:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/机床/成形机/车床 || 5607:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/车床
车库门,2,18329:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/可移动屏障/门/车库门 || 18330:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/可移动屏障/门/车库门
车轮,2,9544:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/机器/车轮 || 9558:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/机器/车轮/车轮
轨道,2,11418:V2融合世界标签体系/通用分类标签/人造物体/跑道/轨道 || 32358:V2融合世界标签体系/通用分类标签/知识与学科/线/小径/轨道
转子,2,8378:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/转子 || 9485:V2融合世界标签体系/通用分类标签/人造物体/机制/旋转机构/转子
轮廓,2,19795:V2融合世界标签体系/通用分类标签/文字与信息图形/指示/标记/等距线/轮廓 || 32296:V2融合世界标签体系/通用分类标签/知识与学科/界限/轮廓
轮缘,2,30895:V2融合世界标签体系/通用分类标签/属性与状态/圆形/轮缘 || 31204:V2融合世界标签体系/通用分类标签/属性与状态/线/分界线/轮缘
轮胎工具,2,8373:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/杠杆/轮胎工具 || 9170:V2融合世界标签体系/通用分类标签/人造物体/手工工具/轮胎工具
轴杆,2,8332:V2融合世界标签体系/通用分类标签/人造物体/器具/杆/轴杆 || 11590:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/走廊/轴杆
辐刨,2,7475:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/木工刨/辐刨 || 9155:V2融合世界标签体系/通用分类标签/人造物体/手工工具/木工刨/辐刨
辫子,2,24189:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/体表覆盖物/头发/发型/辫子 || 24190:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/体表覆盖物/头发/发型/辫子/辫子
边柜,2,7358:V2融合世界标签体系/通用分类标签/人造物体/储藏柜/边柜 || 7359:V2融合世界标签体系/通用分类标签/人造物体/储藏柜/边柜
边桌,2,9826:V2融合世界标签体系/通用分类标签/人造物体/桌子/边桌 || 11436:V2融合世界标签体系/通用分类标签/人造物体/边桌
边缘,2,10626:V2融合世界标签体系/通用分类标签/人造物体/表面/侧面/边缘 || 19171:V2融合世界标签体系/通用分类标签/文化艺术与媒介/边缘
边车,2,1145:V2融合世界标签体系/通用分类标签/交通工具/边车 || 29566:V2融合世界标签体系/通用分类标签/食物/致醉物/混合饮料/鸡尾酒/边车
迎婴派对,2,19172:V2融合世界标签体系/通用分类标签/文化艺术与媒介/迎婴派对 || 25785:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/迎婴派对
运动,2,3137:V2融合世界标签体系/通用分类标签/人物与人体/运动 || 27017:V2融合世界标签体系/通用分类标签/行为动作/运动
运动休闲服,2,7920:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/运动休闲服 || 10986:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/运动休闲服
运动会,2,3138:V2融合世界标签体系/通用分类标签/人物与人体/运动会 || 27018:V2融合世界标签体系/通用分类标签/行为动作/运动会
运动套装,2,8133:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/运动套装 || 11199:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/运动套装
运动服装,2,7922:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/运动服装 || 10988:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/运动服装
连体丝袜,2,7975:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/不可言说之物/连体丝袜 || 11041:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/不可言说之物/连体丝袜
连裤袜,2,8183:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/鞋子/袜类/紧身裤袜/连裤袜 || 11249:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/鞋子/袜类/紧身裤袜/连裤袜
连身短衣裤,2,8134:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/连身短衣裤 || 11200:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/连身短衣裤
迪斯科舞,2,19721:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/迪斯科舞 || 19972:V2融合世界标签体系/通用分类标签/文字与信息图形/表现风格/音乐流派/通俗音乐/迪斯科舞
迷幻摇滚,2,19695:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/摇滚音乐/迷幻摇滚 || 19973:V2融合世界标签体系/通用分类标签/文字与信息图形/表现风格/音乐流派/通俗音乐/迷幻摇滚
追随者,2,2859:V2融合世界标签体系/通用分类标签/人物与人体/旅行者/追随者 || 3140:V2融合世界标签体系/通用分类标签/人物与人体/追随者
选择器,2,3143:V2融合世界标签体系/通用分类标签/人物与人体/选择器 || 9447:V2融合世界标签体系/通用分类标签/人造物体/机制/控制/开关/选择器
通心粉,2,1576:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/男性/成年雄性/花花公子/通心粉 || 29344:V2融合世界标签体系/通用分类标签/食物/意大利面食/通心粉
通风口,2,9023:V2融合世界标签体系/通用分类标签/人造物体/开口/孔洞/通风口 || 31109:V2融合世界标签体系/通用分类标签/属性与状态/无定形/开口/通风口
通风机,2,11501:V2融合世界标签体系/通用分类标签/人造物体/通风机 || 11502:V2融合世界标签体系/通用分类标签/人造物体/通风机
遛狗,2,24680:V2融合世界标签体系/通用分类标签/行为动作/交通出行动作/步行/遛狗 || 24681:V2融合世界标签体系/通用分类标签/行为动作/交通出行动作/步行/遛狗
遮光物,2,10846:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/遮光物 || 30784:V2融合世界标签体系/通用分类标签/属性与状态/亮度/夜色/半暗/遮光物
邮件,2,19631:V2融合世界标签体系/通用分类标签/文字与信息图形/信息/邮件 || 19632:V2融合世界标签体系/通用分类标签/文字与信息图形/信息/邮件
邮票,2,9064:V2融合世界标签体系/通用分类标签/人造物体/成形工具/模具/邮票 || 19578:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/代号/代币/邮票
配偶,2,1420:V2融合世界标签体系/通用分类标签/人物与人体/人物关系与群体/朋友/配偶 || 15553:V2融合世界标签体系/通用分类标签/动物/配偶
配料,2,10119:V2融合世界标签体系/通用分类标签/人造物体/点缀/配菜装饰/配料 || 29790:V2融合世界标签体系/通用分类标签/食物/配料
酒店,2,15765:V2融合世界标签体系/通用分类标签/场景/室内场景/酒店 || 16965:V2融合世界标签体系/通用分类标签/建筑与基础设施/商业办公建筑/酒店
酒店大堂,2,17795:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/酒店大堂 || 18355:V2融合世界标签体系/通用分类标签/建筑与基础设施/酒店大堂
酒杯,2,4612:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/酒杯 || 11599:V2融合世界标签体系/通用分类标签/人造物体/酒杯
酒架,2,18010:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/支架/酒架 || 18011:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/支架/酒架
酒柜,2,7360:V2融合世界标签体系/通用分类标签/人造物体/储藏柜/酒柜 || 11600:V2融合世界标签体系/通用分类标签/人造物体/酒柜
酸奶,2,28794:V2融合世界标签体系/通用分类标签/食物/饮品类/酸奶 || 29792:V2融合世界标签体系/通用分类标签/食物/酸奶
醋,2,28505:V2融合世界标签体系/通用分类标签/食物/调味品/醋 || 28514:V2融合世界标签体系/通用分类标签/食物/调味品/醋
释放,2,7808:V2融合世界标签体系/通用分类标签/人造物体/商品/产品/释放 || 26378:V2融合世界标签体系/通用分类标签/行为动作/完成/释放
里程碑,2,19608:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/代号/记号笔/里程碑 || 23518:V2融合世界标签体系/通用分类标签/组织机构与社会事件/关头/里程碑
重金属音乐,2,19696:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/摇滚音乐/重金属音乐 || 19974:V2融合世界标签体系/通用分类标签/文字与信息图形/表现风格/音乐流派/通俗音乐/重金属音乐
野樱,2,20276:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/樱桃/野樱 || 24443:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/野樱
野火,2,26350:V2融合世界标签体系/通用分类标签/行为动作/大火灾/野火 || 30543:V2融合世界标签体系/通用分类标签/声音/自然声音/火/野火
野生田野,2,16195:V2融合世界标签体系/通用分类标签/场景/自然户外场景/田野/野生田野 || 16196:V2融合世界标签体系/通用分类标签/场景/自然户外场景/田野/野生田野
野餐桌,2,9827:V2融合世界标签体系/通用分类标签/人造物体/桌子/野餐桌 || 16638:V2融合世界标签体系/通用分类标签/场景/野餐桌
野餐篮,2,8926:V2融合世界标签体系/通用分类标签/人造物体/容器/野餐篮 || 29794:V2融合世界标签体系/通用分类标签/食物/野餐篮
野鸡,2,15568:V2融合世界标签体系/通用分类标签/动物/野禽/野鸡 || 24802:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/准许捕捉的鸟/雉科鸟类/野鸡
野鸭,2,14711:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/水禽/雁形目鸟/鸭/野鸭 || 14712:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/水禽/雁形目鸟/鸭/野鸭
金丝瓜,2,21297:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/南瓜藤/夏南瓜/金丝瓜 || 29102:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/壁球运动/夏南瓜/金丝瓜
金合欢,2,20480:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/金合欢 || 20482:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/金合欢/金合欢
金属艺术家,2,3149:V2融合世界标签体系/通用分类标签/人物与人体/金属艺术家 || 32974:V2融合世界标签体系/IP 分类标签/真人与人物 IP/历史古人/艺术家/金属艺术家
金枪鱼,2,13342:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/鲈形亚目鱼/鲭亚目鱼/金枪鱼 || 21532:V2融合世界标签体系/通用分类标签/植物/多肉/仙人掌/仙人掌属植物/金枪鱼
金融机构,2,23383:V2融合世界标签体系/通用分类标签/组织机构与社会事件/组织机构/金融机构 || 23617:V2融合世界标签体系/通用分类标签/组织机构与社会事件/金融机构
金鳞鱼,2,13249:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/金鳞鱼 || 13250:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/金鳞鱼/金鳞鱼
针织品,2,8160:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/针织品 || 11226:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/针织品
针鼹,2,12223:V2融合世界标签体系/通用分类标签/动物/哺乳动物/原兽类动物/单孔目动物/针鼹 || 12224:V2融合世界标签体系/通用分类标签/动物/哺乳动物/原兽类动物/单孔目动物/针鼹
钢,2,8252:V2融合世界标签体系/通用分类标签/人造物体/器具/削尖器/钢 || 31854:V2融合世界标签体系/通用分类标签/材料与物质/混合物/合金/钢
钢琴,2,6819:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/钢琴 || 29946:V2融合世界标签体系/通用分类标签/声音/乐器/音乐键盘/钢琴
钢笔,2,3428:V2融合世界标签体系/通用分类标签/人造物体/办公文具/书写工具/笔/钢笔 || 3711:V2融合世界标签体系/通用分类标签/人造物体/办公文具/钢笔
钱包,2,3900:V2融合世界标签体系/通用分类标签/人造物体/包装与容器/钱包 || 8641:V2融合世界标签体系/通用分类标签/人造物体/容器/包/钱包
钳子,2,2485:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/钳子 || 5616:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/钳子
钹,2,3254:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/打击乐器/钹 || 29898:V2融合世界标签体系/通用分类标签/声音/乐器/打击乐/钹
铁,2,7303:V2融合世界标签体系/通用分类标签/人造物体/体育器材/高尔夫器材/俱乐部/铁 || 31635:V2融合世界标签体系/通用分类标签/材料与物质/元素/金属/铁
铁人三项,2,26729:V2融合世界标签体系/通用分类标签/行为动作/比赛/比赛/铁人三项 || 27040:V2融合世界标签体系/通用分类标签/行为动作/铁人三项
铁匠,2,2432:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/铁匠 || 2433:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/铁匠/铁匠
