标签名,出现次数,位置(行号:路径)
玻璃墙,2,16351:V2融合世界标签体系/通用分类标签/建筑与基础设施/分隔物/墙/玻璃墙 || 16360:V2融合世界标签体系/通用分类标签/建筑与基础设施/分隔物/玻璃墙
玻璃罐,2,8218:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/广口容器/玻璃罐 || 8239:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/玻璃罐
玻璃门,2,17015:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/可移动屏障/玻璃门 || 17028:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障/可移动屏障/门/玻璃门
珊瑚,2,14083:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/刺胞动物/珊瑚纲动物/珊瑚 || 29427:V2融合世界标签体系/通用分类标签/属性与状态/视觉属性/颜色/彩色/粉红色/珊瑚
珍珠菜,2,19118:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/亚灌木/珍珠菜 || 21014:V2融合世界标签体系/通用分类标签/植物/草本植物/珍珠菜
珠宝店,2,14612:V2融合世界标签体系/通用分类标签/场景/室内场景/商店/珠宝店 || 16819:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/商业机构/珠宝店
班卓琴,2,2919:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/班卓琴 || 28212:V2融合世界标签体系/通用分类标签/声音/乐器/拨弦乐器/班卓琴
班图人,2,2876:V2融合世界标签体系/通用分类标签/人物与人体/非洲人/班图人 || 18564:V2融合世界标签体系/通用分类标签/文字与信息图形/自然语言/尼日尔-科尔多凡语系/尼日尔-刚果语系/班图人
班轮,2,10178:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/班轮 || 25371:V2融合世界标签体系/通用分类标签/行为动作/触摸/击打/班轮
球场,2,10092:V2融合世界标签体系/通用分类标签/人造物体/装置/球场 || 15042:V2融合世界标签体系/通用分类标签/场景/自然户外场景/田野/球场
球拍,2,6364:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/球拍 || 7807:V2融合世界标签体系/通用分类标签/人造物体/器具/体育用具/球拍
球童,2,1326:V2融合世界标签体系/通用分类标签/人物与人体/基础年龄属性/少年/球童 || 2131:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/助手/出席者/球童
理发师,2,2193:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/匠人/发型师/理发师 || 31037:V2融合世界标签体系/IP 分类标签/真人与人物 IP/音乐艺人/作曲家/理发师
琥珀,2,29436:V2融合世界标签体系/通用分类标签/属性与状态/视觉属性/颜色/彩色/黄色/琥珀 || 29807:V2融合世界标签体系/通用分类标签/材料与物质/化合物/有机化合物/松香/天然树脂/琥珀
琵嘴鸭,2,2233:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/琵嘴鸭 || 13647:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/雁形目鸟/鸭/琵嘴鸭
琵琶,2,2921:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/琵琶 || 6373:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/琵琶
瓜果类,2,19688:V2融合世界标签体系/通用分类标签/植物/水果浆果类/瓜果类 || 19939:V2融合世界标签体系/通用分类标签/植物/蔬菜类/瓜果类
瓮,2,3974:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/壶/瓮 || 8221:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/广口容器/花瓶/瓮
瓷器,2,30416:V2融合世界标签体系/IP 分类标签/作品与文化资产 IP/文物与馆藏 IP/陶瓷器/瓷/瓷器 || 30418:V2融合世界标签体系/IP 分类标签/作品与文化资产 IP/文物与馆藏 IP/陶瓷器/瓷器
瓷砖墙,2,16352:V2融合世界标签体系/通用分类标签/建筑与基础设施/分隔物/墙/瓷砖墙 || 16361:V2融合世界标签体系/通用分类标签/建筑与基础设施/分隔物/瓷砖墙
甜橙,2,18849:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/柑橘属/柑桔/甜橙 || 27562:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/柑橘属/柑橘/甜橙
甜瓜,2,19906:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/葫芦/甜瓜 || 27603:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/甜瓜
甜食,2,28128:V2融合世界标签体系/通用分类标签/食物/甜食 || 30995:V2融合世界标签体系/IP 分类标签/真人与人物 IP/科学文化人物/科学家/语言学家/语音学家/甜食
田间道路,2,10484:V2融合世界标签体系/通用分类标签/人造物体/道路/田间道路 || 16200:V2融合世界标签体系/通用分类标签/建筑与基础设施/路桥隧道工程/公路/田间道路
田鼠,2,10834:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/家鼠/田鼠 || 10847:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/林鼠/田鼠
电动机,2,9114:V2融合世界标签体系/通用分类标签/人造物体/机器/发动机/电动机 || 9152:V2融合世界标签体系/通用分类标签/人造物体/机器/电动机
电吉他,2,2903:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/六弦琴/电吉他 || 28209:V2融合世界标签体系/通用分类标签/声音/乐器/拨弦乐器/吉他/电吉他
电商平台品牌,2,30447:V2融合世界标签体系/IP 分类标签/品牌 IP/互联网与软件品牌/电商平台品牌 || 30688:V2融合世界标签体系/IP 分类标签/品牌 IP/零售与电商品牌/电商平台品牌
电报,2,8452:V2融合世界标签体系/通用分类标签/人造物体/导体/电报 || 18257:V2融合世界标签体系/通用分类标签/文字与信息图形/信息/电报
电梯,2,10542:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/走廊/轴杆/电梯 || 24899:V2融合世界标签体系/通用分类标签/行为动作/帮/电梯
电源线,2,8458:V2融合世界标签体系/通用分类标签/人造物体/导体/电报/电源线 || 8460:V2融合世界标签体系/通用分类标签/人造物体/导体/电源线
电灯开关,2,8909:V2融合世界标签体系/通用分类标签/人造物体/机制/控制/开关/电灯开关 || 8918:V2融合世界标签体系/通用分类标签/人造物体/机制/控制/电灯开关
电灶,2,4791:V2融合世界标签体系/通用分类标签/人造物体/家用电器/厨房用具/厨房炉灶/电灶 || 4853:V2融合世界标签体系/通用分类标签/人造物体/家用电器/大型白色家电/电灶
电炉,2,4803:V2融合世界标签体系/通用分类标签/人造物体/家用电器/厨房用具/电炉 || 16410:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/围场/房间/火炉/电炉
电磁炉,2,3996:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/电磁炉 || 5001:V2融合世界标签体系/通用分类标签/人造物体/家用电器/电磁炉
电脑桌,2,9230:V2融合世界标签体系/通用分类标签/人造物体/桌子/书桌/电脑桌 || 9265:V2融合世界标签体系/通用分类标签/人造物体/桌子/电脑桌
电视柜,2,4581:V2融合世界标签体系/通用分类标签/人造物体/家具大件/电视柜 || 7018:V2融合世界标签体系/通用分类标签/人造物体/储藏柜/电视柜
电话机,2,8109:V2融合世界标签体系/通用分类标签/人造物体/媒介/电信/电话机 || 28740:V2融合世界标签体系/通用分类标签/声音/电话机
电风扇,2,5019:V2融合世界标签体系/通用分类标签/人造物体/家用电器/电风扇 || 9830:V2融合世界标签体系/通用分类标签/人造物体/电风扇
电饭煲,2,3997:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/电饭煲 || 5028:V2融合世界标签体系/通用分类标签/人造物体/家用电器/电饭煲
男童军,2,1330:V2融合世界标签体系/通用分类标签/人物与人体/基础年龄属性/少年/童子军/男童军 || 2618:V2融合世界标签体系/通用分类标签/人物与人体/无辜者/男童军
界限,2,29161:V2融合世界标签体系/通用分类标签/属性与状态/大小/范围/界限 || 30252:V2融合世界标签体系/通用分类标签/知识与学科/界限
番石榴,2,18879:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/番石榴 || 27608:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/番石榴
番茄汤,2,27260:V2融合世界标签体系/通用分类标签/食物/一道菜/汤/番茄汤 || 27317:V2融合世界标签体系/通用分类标签/食物/一道菜/番茄汤
番荔枝,2,18880:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/番荔枝 || 27609:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/番荔枝
登山,2,23537:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/登山 || 24575:V2融合世界标签体系/通用分类标签/行为动作/位置变化/上升/登山
登山包,2,8144:V2融合世界标签体系/通用分类标签/人造物体/容器/包/帆布背包/登山包 || 8363:V2融合世界标签体系/通用分类标签/人造物体/容器/登山包
登陆,2,10045:V2融合世界标签体系/通用分类标签/人造物体/表面/水平仪/平台/登陆 || 16898:V2融合世界标签体系/通用分类标签/建筑与基础设施/登陆
白宫,2,15619:V2融合世界标签体系/通用分类标签/建筑与基础设施/公共服务建筑/政府建筑/白宫 || 29722:V2融合世界标签体系/通用分类标签/时间数量与度量/行政单位/部门/政府部门/联邦部门/行政部门/白宫
白色,2,9377:V2融合世界标签体系/通用分类标签/人造物体/游戏器材/一件/白色 || 29439:V2融合世界标签体系/通用分类标签/属性与状态/视觉属性/颜色/无彩色/白色
白金,2,29750:V2融合世界标签体系/通用分类标签/材料与物质/元素/金属/贵金属/白金 || 29937:V2融合世界标签体系/通用分类标签/材料与物质/混合物/合金/白金
百灵,2,13350:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/新世界拟鹂/百灵 || 13374:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/百灵
百金花,2,19120:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/亚灌木/百金花 || 20408:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/百金花
皮划艇,2,862:V2融合世界标签体系/通用分类标签/交通工具/水上交通工具/皮划艇 || 895:V2融合世界标签体系/通用分类标签/交通工具/皮划艇
皮鞋,2,5935:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/皮鞋 || 10350:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/足部装备/鞋/皮鞋
盔甲,2,10181:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/盔甲 || 10185:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/盔甲/全套铠甲/盔甲
盖子,2,10294:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/盖子 || 21929:V2融合世界标签体系/通用分类标签/组织机构与社会事件/动物组织/襟翼/保护褶/盖子
盘子,2,4020:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/餐具/盘子 || 28009:V2融合世界标签体系/通用分类标签/食物/路线/主菜/盘子
直接复印件,2,6872:V2融合世界标签体系/通用分类标签/人造物体/仪器/复制机/直接复印件 || 17717:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/副本/复印件/直接复印件
相扑,2,24487:V2融合世界标签体系/通用分类标签/行为动作/休养/体育/接触性运动/摔跤运动/相扑 || 24887:V2融合世界标签体系/通用分类标签/行为动作/岗位/体育运动/相扑
盾叶鬼臼,2,21030:V2融合世界标签体系/通用分类标签/植物/草本植物/盾叶鬼臼 || 22957:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/盾叶鬼臼
眼影,2,9337:V2融合世界标签体系/通用分类标签/人造物体/洗漱用品/化妆品/化妆/眼影 || 9836:V2融合世界标签体系/通用分类标签/人造物体/眼影
眼罩,2,10165:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/屏幕/眼罩 || 10272:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/布罩/眼罩
眼镜店,2,14616:V2融合世界标签体系/通用分类标签/场景/室内场景/商店/眼镜店 || 16820:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/商业机构/眼镜店
睡眠者,2,1845:V2融合世界标签体系/通用分类标签/人物与人体/休息者/睡眠者 || 8848:V2融合世界标签体系/通用分类标签/人造物体/支持/结构构件/支撑/睡眠者
睡袋,2,6413:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/睡袋 || 8152:V2融合世界标签体系/通用分类标签/人造物体/容器/包/睡袋
矢量图标,2,17733:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/图标/矢量图标 || 18214:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/代号/图标/矢量图标
短吻鳄,2,12877:V2融合世界标签体系/通用分类标签/动物/爬行动物/双孔亚纲动物/鳄类动物/短吻鳄 || 29769:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/兽皮/皮/短吻鳄
石榴,2,18882:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/石榴 || 27612:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/石榴
石碑,2,7226:V2融合世界标签体系/通用分类标签/人造物体/古代/石碑 || 8496:V2融合世界标签体系/通用分类标签/人造物体/建材/石头/石碑
石膏,2,10271:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/布罩/敷料/绑带/石膏 || 29977:V2融合世界标签体系/通用分类标签/材料与物质/矿物/石膏
矿泉水,2,27004:V2融合世界标签体系/通用分类标签/食物/饮品类/饮用水/矿泉水 || 27077:V2融合世界标签体系/通用分类标签/食物/饮品类/矿泉水
研究,2,17784:V2融合世界标签体系/通用分类标签/文化艺术与媒介/调查/研究 || 30347:V2融合世界标签体系/通用分类标签/知识与学科/问题解决/研究
砖,2,2449:V2融合世界标签体系/通用分类标签/人物与人体/好人/砖 || 17125:V2融合世界标签体系/通用分类标签/文化艺术与媒介/传统工艺/陶瓷/砖
砹,2,29744:V2融合世界标签体系/通用分类标签/材料与物质/元素/砹 || 29836:V2融合世界标签体系/通用分类标签/材料与物质/卤素/砹
碗,2,4049:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/餐具/陶瓷餐具/盘/碗 || 8269:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/碗
磨石,2,8498:V2融合世界标签体系/通用分类标签/人造物体/建材/石头/磨石 || 10551:V2融合世界标签体系/通用分类标签/人造物体/重量/负荷/磨石
礁,2,9214:V2融合世界标签体系/通用分类标签/人造物体/条带/礁 || 22817:V2融合世界标签体系/通用分类标签/自然景观/天然高地/山脊/礁
礼品盒,2,3519:V2融合世界标签体系/通用分类标签/人造物体/包装与容器/礼品盒 || 8402:V2融合世界标签体系/通用分类标签/人造物体/容器/礼品盒
礼品袋,2,8153:V2融合世界标签体系/通用分类标签/人造物体/容器/包/礼品袋 || 8404:V2融合世界标签体系/通用分类标签/人造物体/容器/礼品袋
礼服,2,5971:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/礼服 || 7434:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/外套服装/礼服
社区服务中心,2,16254:V2融合世界标签体系/通用分类标签/建筑与基础设施/中心/社区服务中心 || 16909:V2融合世界标签体系/通用分类标签/建筑与基础设施/社区服务中心
祭司,2,1896:V2融合世界标签体系/通用分类标签/人物与人体/会长/精神领袖/祭司 || 29111:V2融合世界标签体系/通用分类标签/属性与状态/圣秩/祭司
禅意庭园,2,20701:V2融合世界标签体系/通用分类标签/植物/种植园/日式庭园/禅意庭园 || 20702:V2融合世界标签体系/通用分类标签/植物/种植园/禅意庭园
秃鹫,2,13264:V2融合世界标签体系/通用分类标签/动物/鸟类/猛禽/秃鹫 || 13275:V2融合世界标签体系/通用分类标签/动物/鸟类/猛禽/秃鹫/旧大陆秃鹫/秃鹫
秋葵浓汤,2,27261:V2融合世界标签体系/通用分类标签/食物/一道菜/汤/秋葵浓汤 || 29849:V2融合世界标签体系/通用分类标签/材料与物质/地球/土/秋葵浓汤
种植,2,20693:V2融合世界标签体系/通用分类标签/植物/种植 || 24828:V2融合世界标签体系/通用分类标签/行为动作/安置/种植
种植园,2,20695:V2融合世界标签体系/通用分类标签/植物/种植园 || 28984:V2融合世界标签体系/通用分类标签/属性与状态/不动产/种植园
秘书,2,1871:V2融合世界标签体系/通用分类标签/人物与人体/会长/头部/秘书 || 2137:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/助手/秘书
秤,2,6757:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/仪器/秤 || 8703:V2融合世界标签体系/通用分类标签/人造物体/指示器/秤
稳定器,2,8763:V2融合世界标签体系/通用分类标签/人造物体/操纵台面/稳定器 || 9872:V2融合世界标签体系/通用分类标签/人造物体/稳定器
空想家,2,2633:V2融合世界标签体系/通用分类标签/人物与人体/智力/空想家 || 2722:V2融合世界标签体系/通用分类标签/人物与人体/空想家
穿越,2,25104:V2融合世界标签体系/通用分类标签/行为动作/旅行/穿越 || 30239:V2融合世界标签体系/通用分类标签/知识与学科/点/穿越
窃笑,2,18287:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/话语/笑/窃笑 || 28352:V2融合世界标签体系/通用分类标签/声音/人类声音/人声/笑声/窃笑
窗户,2,9745:V2融合世界标签体系/通用分类标签/人造物体/电子器件/指示器/窗户 || 16758:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/窗户
竹,2,21037:V2融合世界标签体系/通用分类标签/植物/草本植物/禾本科植物/竹 || 29906:V2融合世界标签体系/通用分类标签/材料与物质/植物材料/木/竹
笑,2,1725:V2融合世界标签体系/通用分类标签/人物与人体/表情/笑 || 18284:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/话语/笑
笛鲷,2,12300:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/鲈形亚目鱼/笛鲷 || 12340:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/鲈形亚目鱼/鲷/笛鲷
筒仓,2,16032:V2融合世界标签体系/通用分类标签/建筑与基础设施/工业与仓储建筑/仓库/筒仓 || 16610:V2融合世界标签体系/通用分类标签/建筑与基础设施/塔/筒仓
箔,2,8602:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/金属薄板/箔 || 10613:V2融合世界标签体系/通用分类标签/人造物体/武器/刀/击剑用剑/箔
管,2,10500:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管/管 || 16926:V2融合世界标签体系/通用分类标签/建筑与基础设施/管
管钟,2,2940:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/打击乐器/管钟 || 28190:V2融合世界标签体系/通用分类标签/声音/乐器/打击乐/管钟
管风琴,2,2979:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/管风琴 || 28235:V2融合世界标签体系/通用分类标签/声音/乐器/音乐键盘/管风琴
箭,2,18208:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/代号/书写符号/标记/箭 || 28778:V2融合世界标签体系/通用分类标签/声音/箭
米哈拉布,2,9493:V2融合世界标签体系/通用分类标签/人造物体/点缀/人物形象/米哈拉布 || 16394:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/围场/休会期/米哈拉布
精纺毛料,2,7358:V2融合世界标签体系/通用分类标签/人造物体/台布/精纺毛料 || 9941:V2融合世界标签体系/通用分类标签/人造物体/线/索/纱/精纺毛料
糖衣/酥皮,2,9543:V2融合世界标签体系/通用分类标签/人造物体/点缀/配菜装饰/配料/糖衣/酥皮 || 28087:V2融合世界标签体系/通用分类标签/食物/食品/混合物/生面团/糕点面团/糖衣/酥皮
紧身衣,2,7676:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/紧身衣 || 7760:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/鞋子/袜类/紧身裤袜/紧身衣
紧身连衣裙,2,7478:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/女装/女服/紧身连衣裙 || 7643:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/女裙/抽褶裙/紧身连衣裙
紫花苜蓿,2,20750:V2融合世界标签体系/通用分类标签/植物/草本植物/三叶草/紫花苜蓿 || 28123:V2融合世界标签体系/通用分类标签/食物/饲料/紫花苜蓿
红旗,2,18249:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/视觉信号/旗帜/红旗 || 18254:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/警报/红旗
红果植物,2,19248:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/鼠李/红果植物 || 20502:V2融合世界标签体系/通用分类标签/植物/有毒植物/升麻/红果植物
红茶,2,27757:V2融合世界标签体系/通用分类标签/食物/红茶 || 27987:V2融合世界标签体系/通用分类标签/食物/调味剂/芳草/茶/红茶
红葱头,2,22883:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/(花草的)茎/块茎植物/红葱头 || 27484:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/洋葱/红葱头
约德尔唱法,2,24813:V2融合世界标签体系/通用分类标签/行为动作/声乐/歌唱/约德尔唱法 || 28346:V2融合世界标签体系/通用分类标签/声音/人类声音/人声/歌唱/约德尔唱法
纵帆船,2,215:V2融合世界标签体系/通用分类标签/交通工具/水上载具/大型帆船/纵帆船 || 8353:V2融合世界标签体系/通用分类标签/人造物体/容器/杯子/纵帆船
纸巾,2,7258:V2融合世界标签体系/通用分类标签/人造物体/台布/一块布/毛巾/纸巾 || 9911:V2融合世界标签体系/通用分类标签/人造物体/纸巾
纸杯蛋糕,2,23119:V2融合世界标签体系/通用分类标签/节日与符号/庆典仪式元素/蛋糕/纸杯蛋糕 || 26396:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/纸杯蛋糕
纸灯笼,2,7072:V2融合世界标签体系/通用分类标签/人造物体/光源/灯/纸灯笼 || 23086:V2融合世界标签体系/通用分类标签/节日与符号/庆典仪式元素/灯笼/纸灯笼
纸盒,2,8394:V2融合世界标签体系/通用分类标签/人造物体/容器/盒子/纸盒 || 29494:V2融合世界标签体系/通用分类标签/时间数量与度量/不定量/一容器之量/纸盒
纸风车,2,9014:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/机器/车轮/纸风车 || 9621:V2融合世界标签体系/通用分类标签/人造物体/玩具/纸风车
纽芬兰,2,11055:V2融合世界标签体系/通用分类标签/动物/哺乳动物/犬科动物/家犬/纽芬兰 || 22596:V2融合世界标签体系/通用分类标签/自然景观/海岸与岛屿/岛屿/纽芬兰
线虫,2,14057:V2融合世界标签体系/通用分类标签/动物/幼虫/线虫 || 14329:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/虫/线虫
线阵打印机,2,9095:V2融合世界标签体系/通用分类标签/人造物体/机器/印刷机/冲击式打印机/线阵打印机 || 9099:V2融合世界标签体系/通用分类标签/人造物体/机器/印刷机/打印机/点式打印机/线阵打印机
细胞,2,29309:V2融合世界标签体系/通用分类标签/属性与状态/无定形/隔间/细胞 || 29690:V2融合世界标签体系/通用分类标签/时间数量与度量/细胞
绑腿,2,7664:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/护腿/绑腿 || 10351:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/足部装备/鞋/绑腿
绗缝,2,7365:V2融合世界标签体系/通用分类标签/人造物体/台布/绗缝 || 17822:V2融合世界标签体系/通用分类标签/文化艺术与媒介/针线工艺/刺绣品/针脚/刺绣针法/绗缝
绘画,2,17327:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/绘画 || 24358:V2融合世界标签体系/通用分类标签/行为动作/艺术表演动作/绘画
绵枣儿,2,20649:V2融合世界标签体系/通用分类标签/植物/球根植物/百合科植物/绵枣儿 || 22884:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/(花草的)茎/块茎植物/绵枣儿
绿头鸭,2,13616:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/雁形目鸟/绿头鸭 || 13650:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/雁形目鸟/鸭/绿头鸭
缝纫机,2,5064:V2融合世界标签体系/通用分类标签/人造物体/家用电器/缝纫机 || 28284:V2融合世界标签体系/通用分类标签/声音/事物声音/机制/缝纫机
网,2,8019:V2融合世界标签体系/通用分类标签/人造物体/圈套/网 || 9423:V2融合世界标签体系/通用分类标签/人造物体/游戏器材/球门/网
羊角号,2,8686:V2融合世界标签体系/通用分类标签/人造物体/报警系统/角/羊角号 || 28219:V2融合世界标签体系/通用分类标签/声音/乐器/羊角号
羊驼,2,11466:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/有蹄哺乳动物/偶蹄动物/羊驼 || 29779:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/动物纤维/羊毛/羊驼
羽毛球,2,6458:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/羽毛球 || 23312:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/场地球类运动/羽毛球
羽衣甘蓝,2,20832:V2融合世界标签体系/通用分类标签/植物/草本植物/十字花科植物/羽衣甘蓝 || 27431:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/十字花科蔬菜/卷心菜/羽衣甘蓝
翅膀,2,2351:V2融合世界标签体系/通用分类标签/人物与人体/器官/翅膀 || 29502:V2融合世界标签体系/通用分类标签/时间数量与度量/不定量/少量/一份食物/翅膀
老妇人,2,1356:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/女性/女人/太太/老妇人 || 1372:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/女性/女人/老妇人
老年人,2,1654:V2融合世界标签体系/通用分类标签/人物与人体/职业身份/老年人 || 2496:V2融合世界标签体系/通用分类标签/人物与人体/年龄层/老年人
老照片,2,17743:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/图画/老照片 || 17757:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/老照片
耙子,2,2382:V2融合世界标签体系/通用分类标签/人物与人体/坏人/浪荡子/耙子 || 9976:V2融合世界标签体系/通用分类标签/人造物体/耙子
耳塞,2,9685:V2融合世界标签体系/通用分类标签/人造物体/电力设备/换能器/电声传感器/受话器/耳塞 || 16985:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/堵塞/塞子/耳塞
耳机,2,5629:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/耳机 || 28928:V2融合世界标签体系/通用分类标签/声音/频道/声音重放/耳机
耳环,2,3537:V2融合世界标签体系/通用分类标签/人造物体/包装与容器/耳环 || 6590:V2融合世界标签体系/通用分类标签/人造物体/箱包首饰/珠宝首饰/耳环
职业,2,21984:V2融合世界标签体系/通用分类标签/组织机构与社会事件/身体/职业群体/职业 || 24889:V2融合世界标签体系/通用分类标签/行为动作/岗位/职业
肉店,2,14617:V2融合世界标签体系/通用分类标签/场景/室内场景/商店/肉店 || 16822:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/商业机构/肉店
肉桂,2,22801:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/树皮/肉桂 || 28003:V2融合世界标签体系/通用分类标签/食物/调味剂/香料/肉桂
肉汁,2,26790:V2融合世界标签体系/通用分类标签/食物/调味品/汁/肉汁 || 28078:V2融合世界标签体系/通用分类标签/食物/食品/果汁/肉汁
肋骨,2,8859:V2融合世界标签体系/通用分类标签/人造物体/支持/肋骨 || 21920:V2融合世界标签体系/通用分类标签/组织机构与社会事件/动物组织/结缔组织/骨/肋骨
肢端,2,2396:V2融合世界标签体系/通用分类标签/人物与人体/外部身体部位/肢端 || 17472:V2融合世界标签体系/通用分类标签/文化艺术与媒介/区域/肢端
